studentID,subjectID,score,grade,letterGrade,ProfessorID
20190146,1080,91,4.0,A,prof2
20180114,1971,65,2.5,C+,prof4
20180110,1296,77,4.5,A+,prof4
20240010,1047,70,3.0,B,prof2
20200064,1506,77,2.0,C,prof2
20200096,1769,89,4.5,A+,prof4
20240101,1990,84,4.5,A+,prof5
20210104,1161,69,2.5,C+,prof1
20220069,1269,88,4.0,A,prof4
20230029,1928,83,4.5,A+,prof2
20240061,1398,92,3.5,B+,prof1
20240037,1095,61,1.0,D,prof1
20240101,1509,82,3.5,B+,prof1
20210085,1803,60,0.0,F,prof2
20210104,1438,89,4.5,A+,prof2
20180007,1976,76,2.5,C+,prof5
20190124,1569,67,3.0,B,prof1
20180114,1731,74,3.0,B,prof2
20240112,1592,78,3.5,B+,prof2
20230132,1815,90,3.5,B+,prof2
20170046,1993,88,4.5,A+,prof2
20210045,1123,85,3.5,B+,prof2
20190124,1460,63,0.0,F,prof3
20210009,1803,63,2.5,C+,prof2
20240010,1174,82,4.5,A+,prof2
20180110,1873,82,3.5,B+,prof1
20230058,1922,82,4.0,A,prof2
20220089,1808,63,2.0,C,prof3
20230115,1446,86,3.5,B+,prof2
20240034,1095,58,0.0,F,prof1
20240065,1448,63,2.5,C+,prof2
20230049,1092,84,3.5,B+,prof2
20200140,1558,74,4.0,A,prof3
20240082,1395,83,4.5,A+,prof1
20200033,1710,66,3.0,B,prof4
20240092,1315,86,3.5,B+,prof2
20190091,1750,86,4.5,A+,prof3
20220147,1202,68,3.5,B+,prof4
20210085,1395,81,4.0,A,prof1
20230132,1312,72,3.0,B,prof2
20240065,1269,73,3.0,B,prof4
20230016,1314,88,4.0,A,prof4
20240084,1621,85,4.0,A,prof2
20230057,1351,78,4.0,A,prof5
20230129,1041,78,3.5,B+,prof2
20200033,1234,86,3.5,B+,prof2
20210054,1312,72,3.0,B,prof2
20200036,1144,66,3.0,B,prof3
20210097,1446,91,3.5,B+,prof2
20220142,1120,85,4.0,A,prof3
20200080,1720,84,3.5,B+,prof4
20190099,1920,78,4.5,A+,prof2
20230003,1040,86,4.5,A+,prof1
20230106,1682,59,1.0,D,prof3
20230004,1926,58,1.5,D+,prof2
20170063,1302,87,4.5,A+,prof4
20240117,1416,90,3.5,B+,prof2
20220147,1063,71,2.5,C+,prof4
20210011,1444,91,4.5,A+,prof2
20230003,1687,89,4.0,A,prof2
20220073,1062,86,4.5,A+,prof4
20210100,1415,83,4.5,A+,prof2
20200036,1618,75,3.0,B,prof3
20230139,1986,84,4.0,A,prof5
20210076,1740,97,3.5,B+,prof3
20220141,1165,81,4.0,A,prof1
20200036,1116,89,4.5,A+,prof3
20210085,1580,85,3.5,B+,prof2
20220070,1981,79,3.5,B+,prof4
20210100,1746,61,2.5,C+,prof3
20240072,1399,79,3.5,B+,prof2
20170075,2018,67,2.0,C,prof3
20240136,1207,66,3.0,B,prof3
20190060,1527,89,4.5,A+,prof3
20240130,1143,83,4.5,A+,prof3
20230079,1208,74,3.0,B,prof4
20170071,1123,84,3.5,B+,prof2
20230074,1314,81,4.0,A,prof4
20240072,1991,88,3.5,B+,prof4
20240133,1718,83,4.5,A+,prof4
20220050,1059,71,2.5,C+,prof4
20190091,1862,90,3.5,B+,prof1
20230129,1091,70,3.0,B,prof1
20200109,1318,67,3.0,B,prof2
20240136,1751,85,3.5,B+,prof2
20240020,1415,70,3.0,B,prof2
20220047,1922,79,2.0,C,prof2
20230121,1685,63,3.0,B,prof3
20240082,1958,90,4.0,A,prof4
20230108,1928,77,4.0,A,prof2
20210076,1037,88,3.5,B+,prof1
20190098,1218,93,4.5,A+,prof2
20230144,1957,92,3.5,B+,prof3
20230123,1208,56,1.0,D,prof4
20190014,1109,80,4.5,A+,prof2
20240084,1783,61,1.5,D+,prof4
20200096,1413,80,4.5,A+,prof2
20210135,1610,86,3.5,B+,prof3
20230144,1924,63,0.0,F,prof2
20240117,1894,87,4.5,A+,prof2
20230079,1857,77,2.5,C+,prof2
20210024,1234,90,4.5,A+,prof2
20240090,1928,63,1.0,D,prof2
20180149,1726,87,4.5,A+,prof3
20220062,1392,86,3.5,B+,prof1
20230052,1557,57,1.0,D,prof2
20210017,1977,77,4.5,A+,prof4
20230016,1684,62,3.0,B,prof2
20240034,1989,58,2.5,C+,prof4
20210076,1380,90,4.0,A,prof1
20230003,2022,77,3.0,B,prof3
20180105,1270,79,3.5,B+,prof5
20210111,1386,69,3.0,B,prof1
20180007,1912,72,2.5,C+,prof2
20190091,1570,88,3.5,B+,prof2
20220005,1987,88,3.5,B+,prof4
20200095,1064,78,2.0,C,prof4
20200140,2022,86,4.5,A+,prof3
20200080,1916,65,2.0,C,prof2
20220050,1031,73,2.5,C+,prof1
20200048,1470,72,3.0,B,prof3
20230056,1480,69,2.5,C+,prof3
20240137,1400,72,2.5,C+,prof3
20210135,1048,80,3.5,B+,prof3
20230056,1143,85,4.0,A,prof3
20190025,1928,60,1.5,D+,prof2
20230016,1554,70,2.0,C,prof3
20210085,1137,78,3.5,B+,prof3
20210100,1335,84,3.5,B+,prof3
20200116,1329,58,1.5,D+,prof3
20220102,1560,65,2.0,C,prof3
20240092,1895,68,3.0,B,prof1
20240027,1395,86,3.5,B+,prof1
20210104,1232,71,3.0,B,prof2
20240122,1397,88,3.5,B+,prof3
20200116,1349,80,4.5,A+,prof5
20210051,1197,88,4.0,A,prof3
20210018,1558,81,2.0,C,prof3
20230121,1317,73,3.0,B,prof4
20240010,1718,89,4.0,A,prof4
20240002,1511,83,4.5,A+,prof1
20190078,1666,55,1.0,D,prof2
20190044,1762,65,2.5,C+,prof5
20230115,1269,83,4.0,A,prof4
20230094,2017,91,4.0,A,prof2
20230144,1925,84,4.5,A+,prof1
20240090,1095,94,4.5,A+,prof1
20220141,1981,84,3.5,B+,prof4
20210135,1127,78,2.0,C,prof2
20180149,1373,86,4.0,A,prof3
20240065,1416,89,4.0,A,prof2
20170134,1169,78,4.5,A+,prof1
20240020,1895,90,4.5,A+,prof1
20210104,1752,71,2.0,C,prof3
20230088,1853,70,3.0,B,prof1
20240027,1894,85,3.5,B+,prof2
20220062,1142,65,3.0,B,prof3
20240053,1046,84,4.5,A+,prof1
20240021,1205,77,3.0,B,prof3
20170071,1411,77,3.0,B,prof2
20190093,1108,76,3.0,B,prof3
20190014,1163,85,4.5,A+,prof1
20190025,1299,73,3.0,B,prof4
20210024,1381,70,3.0,B,prof2
20230055,1637,54,1.5,D+,prof3
20190099,1192,93,4.0,A,prof4
20240053,1240,87,4.5,A+,prof2
20230106,1203,69,3.0,B,prof3
20230016,1782,85,4.5,A+,prof5
20220145,1140,84,4.5,A+,prof3
20240133,1096,86,4.0,A,prof2
20210111,1319,58,0.0,F,prof3
20180149,2005,64,3.0,B,prof2
20240031,1782,80,4.5,A+,prof5
20190025,1523,90,4.0,A,prof3
20230056,1589,71,3.0,B,prof1
20210038,1583,68,2.5,C+,prof1
20190014,1303,67,3.0,B,prof2
20200080,1271,86,4.0,A,prof4
20240067,1784,85,4.5,A+,prof5
20230057,1394,80,3.5,B+,prof3
20210100,1924,69,3.5,B+,prof2
20240034,1624,64,1.5,D+,prof3
20190060,1907,68,3.0,B,prof1
20230144,1810,80,2.0,C,prof3
20240061,1895,59,1.5,D+,prof1
20220118,1085,85,4.0,A,prof1
20230058,1749,69,2.0,C,prof2
20220070,1174,61,1.0,D,prof2
20220015,1414,73,2.0,C,prof2
20240010,1143,87,4.0,A,prof3
20190078,1937,75,2.5,C+,prof3
20240021,1512,89,4.5,A+,prof2
20230088,1714,76,2.0,C,prof4
20230108,1677,68,2.5,C+,prof1
20210087,1928,85,4.5,A+,prof2
20170071,1496,69,3.0,B,prof2
20230115,1750,67,1.5,D+,prof3
20210009,1119,74,3.0,B,prof2
20210038,1123,74,2.0,C,prof2
20240020,1272,90,4.0,A,prof5
20230023,1854,59,1.5,D+,prof2
20210054,1238,93,4.0,A,prof2
20240112,1175,89,4.5,A+,prof1
20200035,1577,81,4.5,A+,prof1
20180105,1415,66,3.0,B,prof2
20230003,1269,62,3.0,B,prof4
20210087,1983,85,4.5,A+,prof4
20220062,1031,79,4.5,A+,prof1
20230079,1266,94,4.5,A+,prof5
20220141,1043,77,3.5,B+,prof1
20190078,1495,71,2.5,C+,prof1
20220047,1861,82,4.5,A+,prof3
20220089,1618,84,4.5,A+,prof3
20190014,1922,76,3.0,B,prof2
20170063,1566,79,3.5,B+,prof2
20230106,1894,81,3.5,B+,prof2
20230013,1954,81,4.0,A,prof4
20190098,1497,64,1.0,D,prof1
20230132,1237,74,3.0,B,prof1
20210150,1636,50,1.5,D+,prof3
20240059,1751,98,4.5,A+,prof2
20230058,1720,59,1.5,D+,prof4
20230006,1266,89,4.0,A,prof5
20240065,1238,88,3.5,B+,prof2
20210097,1524,75,2.0,C,prof3
20240061,1064,87,4.0,A,prof4
20200095,1522,72,3.0,B,prof3
20240133,1335,72,2.5,C+,prof3
20240067,1237,86,4.0,A,prof1
20210038,1560,79,3.0,B,prof3
20230094,1746,66,3.0,B,prof3
20200033,1912,87,4.5,A+,prof2
20230055,1239,60,2.5,C+,prof1
20240090,1782,85,3.5,B+,prof5
20230042,1959,58,3.0,B,prof3
20190078,1907,72,3.0,B,prof1
20190039,1430,80,4.5,A+,prof2
20170075,1395,89,4.5,A+,prof1
20240112,1094,64,3.0,B,prof2
20230107,1749,87,4.5,A+,prof2
20230148,1680,81,4.5,A+,prof1
20230107,1512,83,4.0,A,prof2
20240117,1398,82,3.5,B+,prof1
20190099,1525,87,4.0,A,prof3
20220062,1557,95,4.0,A,prof2
20190091,1686,66,3.0,B,prof1
20240040,1815,68,2.5,C+,prof2
20210097,1557,79,4.5,A+,prof2
20230057,1310,93,4.0,A,prof3
20240027,1448,56,1.0,D,prof2
20170131,1148,88,4.5,A+,prof2
20200064,1806,75,3.5,B+,prof3
20220089,1919,69,3.0,B,prof1
20220089,1636,71,3.0,B,prof3
20240059,1813,85,4.0,A,prof2
20230058,1125,88,4.5,A+,prof2
20230022,1237,83,3.5,B+,prof1
20190146,1541,79,4.5,A+,prof2
20220113,1064,68,2.0,C,prof4
20230003,1784,67,2.0,C,prof5
20230144,1237,84,4.0,A,prof1
20200096,1591,68,3.0,B,prof1
20230016,1393,88,4.5,A+,prof2
20170134,1961,69,2.0,C,prof4
20240002,1591,76,3.5,B+,prof1
20240133,1478,74,3.0,B,prof3
20230006,1142,60,1.5,D+,prof3
20210085,1639,88,4.5,A+,prof3
20210081,1815,71,3.0,B,prof2
20180086,1195,74,2.5,C+,prof3
20200127,1495,87,4.0,A,prof1
20200064,1170,79,3.5,B+,prof2
20200035,1671,77,3.5,B+,prof1
20230032,1124,75,2.0,C,prof3
20230052,1041,88,4.0,A,prof2
20220073,1847,83,4.5,A+,prof1
20200035,1779,86,4.5,A+,prof4
20210038,1978,63,1.5,D+,prof5
20240136,1624,80,4.5,A+,prof3
20170046,1915,73,2.5,C+,prof1
20230139,1314,83,4.0,A,prof4
20230074,1333,85,4.5,A+,prof3
20200048,1613,83,4.5,A+,prof2
20200048,1573,84,4.5,A+,prof1
20180001,1397,83,4.0,A,prof3
20240143,1989,72,2.0,C,prof4
20200096,1167,86,4.5,A+,prof1
20240037,1928,81,4.5,A+,prof2
20230008,1397,92,4.5,A+,prof3
20210081,1270,89,4.0,A,prof5
20220073,1508,89,4.5,A+,prof2
20180110,1092,91,3.5,B+,prof2
20230016,1126,85,3.5,B+,prof3
20230144,1623,88,4.0,A,prof2
20220041,1398,82,3.5,B+,prof1
20230079,1749,75,2.0,C,prof2
20230094,1318,83,4.5,A+,prof2
20230006,1318,77,4.0,A,prof2
20190060,1675,88,4.5,A+,prof2
20220062,1262,71,3.0,B,prof5
20230129,1239,60,2.0,C,prof1
20230003,1312,82,3.5,B+,prof2
20210011,1416,70,3.0,B,prof2
20220141,1389,85,4.0,A,prof1
20220118,1959,82,4.0,A,prof3
20210054,1925,74,0.0,F,prof1
20230032,1684,67,3.0,B,prof2
20170075,1919,72,4.0,A,prof1
20210100,1061,74,3.0,B,prof4
20240065,1989,52,1.5,D+,prof4
20190093,1736,67,2.5,C+,prof3
20200035,1886,91,3.5,B+,prof2
20240065,1590,66,2.5,C+,prof2
20220062,1233,86,3.5,B+,prof1
20220069,1203,73,2.5,C+,prof3
20210085,1416,71,2.0,C,prof2
20220069,1895,64,1.5,D+,prof1
20220089,1207,98,3.5,B+,prof3
20220120,1395,69,2.5,C+,prof1
20240072,1096,70,3.0,B,prof2
20230003,1956,92,3.5,B+,prof4
20240112,1271,91,3.5,B+,prof4
20240136,1815,81,4.0,A,prof2
20240136,1592,83,4.0,A,prof2
20230106,1720,78,4.0,A,prof4
20240020,1717,70,3.0,B,prof3
20190099,1308,78,4.0,A,prof4
20230058,1142,80,4.0,A,prof3
20180066,1603,87,3.5,B+,prof2
20180149,1543,96,3.5,B+,prof2
20210097,1397,83,4.0,A,prof3
20210100,1201,65,1.5,D+,prof3
20170075,1970,81,3.0,B,prof5
20190044,1114,79,4.0,A,prof3
20240034,1351,78,3.5,B+,prof5
20210087,1581,67,2.0,C,prof1
20220120,1266,70,3.0,B,prof5
20200026,2019,66,3.0,B,prof2
20220147,1986,88,3.5,B+,prof5
20210135,1510,78,3.0,B,prof2
20240020,1127,83,4.0,A,prof2
20170131,1833,72,3.0,B,prof2
20230032,1958,74,2.0,C,prof4
20220073,1415,67,0.0,F,prof2
20220141,1556,60,3.0,B,prof3
20240137,1480,70,3.0,B,prof3
20180105,1560,78,3.5,B+,prof3
20210054,1113,58,0.0,F,prof2
20230094,1477,83,4.5,A+,prof2
20200128,1675,91,3.5,B+,prof2
20240130,1511,93,4.5,A+,prof1
20220070,1623,68,3.0,B,prof2
20220113,1526,69,2.5,C+,prof3
20210087,1259,90,4.0,A,prof4
20230107,1234,84,4.0,A,prof2
20220145,1437,80,4.0,A,prof1
20240027,1683,87,4.0,A,prof1
20240137,1720,71,2.5,C+,prof4
20210017,1299,65,2.5,C+,prof4
20190044,1204,84,4.5,A+,prof4
20220070,1031,64,3.0,B,prof1
20210104,1778,83,4.0,A,prof5
20240065,1398,90,4.5,A+,prof1
20230148,1746,80,4.5,A+,prof3
20230121,1558,72,2.5,C+,prof3
20230043,2017,88,3.5,B+,prof2
20210024,1590,79,4.0,A,prof2
20240027,1335,77,3.5,B+,prof3
20230115,1237,76,4.0,A,prof1
20240020,1624,90,4.0,A,prof3
20230055,1586,90,4.0,A,prof2
20240028,1685,85,3.5,B+,prof3
20180149,1521,86,3.5,B+,prof3
20240072,1415,64,3.0,B,prof2
20240059,1044,73,2.0,C,prof2
20190044,1379,81,4.5,A+,prof3
20170071,1236,88,3.5,B+,prof2
20210024,1980,67,2.0,C,prof5
20210018,1317,84,3.5,B+,prof4
20200128,1440,72,3.0,B,prof2
20240077,1560,85,4.5,A+,prof3
20240040,1125,60,1.5,D+,prof2
20240061,2024,86,4.5,A+,prof3
20220050,1811,80,4.0,A,prof2
20230052,1510,90,4.5,A+,prof2
20200095,1666,78,4.5,A+,prof2
20220070,1235,86,3.5,B+,prof1
20230079,1143,84,4.0,A,prof3
20200036,1768,72,3.0,B,prof5
20230074,1092,75,3.0,B,prof2
20200116,1784,65,2.5,C+,prof5
20180110,1557,87,3.5,B+,prof2
20230006,1476,86,4.0,A,prof3
20220102,1400,68,1.5,D+,prof3
20230055,1812,89,4.0,A,prof3
20230056,1985,87,3.5,B+,prof4
20230029,1809,67,3.0,B,prof2
20230132,1175,75,3.0,B,prof1
20190078,1202,78,4.5,A+,prof4
20230094,1592,81,3.5,B+,prof2
20210150,1412,70,3.0,B,prof2
20240082,1445,76,4.5,A+,prof1
20240133,1206,69,3.0,B,prof4
20230129,1270,53,1.5,D+,prof5
20210135,2015,77,3.0,B,prof2
20190091,1229,93,4.5,A+,prof1
20230144,1864,55,3.0,B,prof3
20220118,1813,69,2.5,C+,prof2
20220102,1918,79,4.5,A+,prof2
20230129,1512,71,2.0,C,prof2
20240090,1686,87,3.5,B+,prof1
20220119,1230,86,3.5,B+,prof2
20170131,1214,70,3.0,B,prof2
20230023,1335,87,4.0,A,prof3
20180012,1971,78,3.0,B,prof4
20190093,1190,82,3.5,B+,prof4
20190039,1854,72,2.5,C+,prof2
20220069,1335,90,4.0,A,prof3
20240126,1719,65,2.0,C,prof3
20240028,1621,69,2.5,C+,prof2
