ID,Name,Credit,Type,Year,Term,ProfessorID
1063,General Physics Lab (1),1,Basic,2024,FIRST_TERM,prof4
1064,General Physics Lab (1),1,Basic,2024,SECOND_TERM,prof4
1065,Calculus (1),3,Basic,2017,FIRST_TERM,prof1
1066,Calculus (1),3,Basic,2017,FIRST_TERM,prof2
1067,Calculus (1),3,Basic,2017,SECOND_TERM,prof1
1068,Calculus (1),3,Basic,2017,SECOND_TERM,prof2
1069,Calculus (1),3,Basic,2018,FIRST_TERM,prof1
1070,Calculus (1),3,Basic,2018,FIRST_TERM,prof2
1071,Calculus (1),3,Basic,2018,SECOND_TERM,prof1
1072,Calculus (1),3,Basic,2018,SECOND_TERM,prof2
1073,Calculus (1),3,Basic,2019,FIRST_TERM,prof1
1074,Calculus (1),3,Basic,2019,FIRST_TERM,prof2
1075,Calculus (1),3,Basic,2019,SECOND_TERM,prof1
1076,Calculus (1),3,Basic,2019,SECOND_TERM,prof2
1077,Calculus (1),3,Basic,2020,FIRST_TERM,prof1
1078,Calculus (1),3,Basic,2020,FIRST_TERM,prof2
1079,Calculus (1),3,Basic,2020,SECOND_TERM,prof1
1080,Calculus (1),3,Basic,2020,SECOND_TERM,prof2
1081,Calculus (1),3,Basic,2021,FIRST_TERM,prof1
1082,Calculus (1),3,Basic,2021,FIRST_TERM,prof2
1083,Calculus (1),3,Basic,2021,SECOND_TERM,prof1
1084,Calculus (1),3,Basic,2021,SECOND_TERM,prof2
1085,Calculus (1),3,Basic,2022,FIRST_TERM,prof1
1086,Calculus (1),3,Basic,2022,FIRST_TERM,prof2
1087,Calculus (1),3,Basic,2022,SECOND_TERM,prof1
1088,Calculus (1),3,Basic,2022,SECOND_TERM,prof2
1089,Calculus (1),3,Basic,2023,FIRST_TERM,prof1
1090,Calculus (1),3,Basic,2023,FIRST_TERM,prof2
1091,Calculus (1),3,Basic,2023,SECOND_TERM,prof1
1092,Calculus (1),3,Basic,2023,SECOND_TERM,prof2
1093,Calculus (1),3,Basic,2024,FIRST_TERM,prof1
1094,Calculus (1),3,Basic,2024,FIRST_TERM,prof2
1095,Calculus (1),3,Basic,2024,SECOND_TERM,prof1
1096,Calculus (1),3,Basic,2024,SECOND_TERM,prof2
1097,General Physics (2),3,Basic,2017,FIRST_TERM,prof2
1098,General Physics (2),3,Basic,2017,FIRST_TERM,prof3
1099,General Physics (2),3,Basic,2017,SECOND_TERM,prof2
1100,General Physics (2),3,Basic,2017,SECOND_TERM,prof3
1101,General Physics (2),3,Basic,2018,FIRST_TERM,prof2
1102,General Physics (2),3,Basic,2018,FIRST_TERM,prof3
1103,General Physics (2),3,Basic,2018,SECOND_TERM,prof2
1104,General Physics (2),3,Basic,2018,SECOND_TERM,prof3
1105,General Physics (2),3,Basic,2019,FIRST_TERM,prof2
1106,General Physics (2),3,Basic,2019,FIRST_TERM,prof3
1107,General Physics (2),3,Basic,2019,SECOND_TERM,prof2
1108,General Physics (2),3,Basic,2019,SECOND_TERM,prof3
1109,General Physics (2),3,Basic,2020,FIRST_TERM,prof2
1110,General Physics (2),3,Basic,2020,FIRST_TERM,prof3
1111,General Physics (2),3,Basic,2020,SECOND_TERM,prof2
1112,General Physics (2),3,Basic,2020,SECOND_TERM,prof3
1113,General Physics (2),3,Basic,2021,FIRST_TERM,prof2
1114,General Physics (2),3,Basic,2021,FIRST_TERM,prof3
1115,General Physics (2),3,Basic,2021,SECOND_TERM,prof2
1116,General Physics (2),3,Basic,2021,SECOND_TERM,prof3
1117,General Physics (2),3,Basic,2022,FIRST_TERM,prof2
1118,General Physics (2),3,Basic,2022,FIRST_TERM,prof3
1119,General Physics (2),3,Basic,2022,SECOND_TERM,prof2
1120,General Physics (2),3,Basic,2022,SECOND_TERM,prof3
1121,General Physics (2),3,Basic,2023,FIRST_TERM,prof2
1122,General Physics (2),3,Basic,2023,FIRST_TERM,prof3
1123,General Physics (2),3,Basic,2023,SECOND_TERM,prof2
1124,General Physics (2),3,Basic,2023,SECOND_TERM,prof3
1125,General Physics (2),3,Basic,2024,FIRST_TERM,prof2
1126,General Physics (2),3,Basic,2024,FIRST_TERM,prof3
1127,General Physics (2),3,Basic,2024,SECOND_TERM,prof2
1128,General Physics (2),3,Basic,2024,SECOND_TERM,prof3
1129,General Physics Lab (2),1,Basic,2017,FIRST_TERM,prof3
1130,General Physics Lab (2),1,Basic,2017,SECOND_TERM,prof3
1131,General Physics Lab (2),1,Basic,2018,FIRST_TERM,prof3
1132,General Physics Lab (2),1,Basic,2018,SECOND_TERM,prof3
1133,General Physics Lab (2),1,Basic,2019,FIRST_TERM,prof3
1134,General Physics Lab (2),1,Basic,2019,SECOND_TERM,prof3
1135,General Physics Lab (2),1,Basic,2020,FIRST_TERM,prof3
1136,General Physics Lab (2),1,Basic,2020,SECOND_TERM,prof3
1137,General Physics Lab (2),1,Basic,2021,FIRST_TERM,prof3
1138,General Physics Lab (2),1,Basic,2021,SECOND_TERM,prof3
1139,General Physics Lab (2),1,Basic,2022,FIRST_TERM,prof3
1140,General Physics Lab (2),1,Basic,2022,SECOND_TERM,prof3
1141,General Physics Lab (2),1,Basic,2023,FIRST_TERM,prof3
1142,General Physics Lab (2),1,Basic,2023,SECOND_TERM,prof3
1143,General Physics Lab (2),1,Basic,2024,FIRST_TERM,prof3
1144,General Physics Lab (2),1,Basic,2024,SECOND_TERM,prof3
1145,Calculus (2),3,Basic,2017,FIRST_TERM,prof1
1146,Calculus (2),3,Basic,2017,FIRST_TERM,prof2
1147,Calculus (2),3,Basic,2017,SECOND_TERM,prof1
1148,Calculus (2),3,Basic,2017,SECOND_TERM,prof2
1149,Calculus (2),3,Basic,2018,FIRST_TERM,prof1
1150,Calculus (2),3,Basic,2018,FIRST_TERM,prof2
1151,Calculus (2),3,Basic,2018,SECOND_TERM,prof1
1152,Calculus (2),3,Basic,2018,SECOND_TERM,prof2
1153,Calculus (2),3,Basic,2019,FIRST_TERM,prof1
1154,Calculus (2),3,Basic,2019,FIRST_TERM,prof2
1155,Calculus (2),3,Basic,2019,SECOND_TERM,prof1
1156,Calculus (2),3,Basic,2019,SECOND_TERM,prof2
1157,Calculus (2),3,Basic,2020,FIRST_TERM,prof1
1158,Calculus (2),3,Basic,2020,FIRST_TERM,prof2
1159,Calculus (2),3,Basic,2020,SECOND_TERM,prof1
1160,Calculus (2),3,Basic,2020,SECOND_TERM,prof2
1161,Calculus (2),3,Basic,2021,FIRST_TERM,prof1
1162,Calculus (2),3,Basic,2021,FIRST_TERM,prof2
1163,Calculus (2),3,Basic,2021,SECOND_TERM,prof1
1164,Calculus (2),3,Basic,2021,SECOND_TERM,prof2
1165,Calculus (2),3,Basic,2022,FIRST_TERM,prof1
1166,Calculus (2),3,Basic,2022,FIRST_TERM,prof2
1167,Calculus (2),3,Basic,2022,SECOND_TERM,prof1
1168,Calculus (2),3,Basic,2022,SECOND_TERM,prof2
1169,Calculus (2),3,Basic,2023,FIRST_TERM,prof1
1170,Calculus (2),3,Basic,2023,FIRST_TERM,prof2
1171,Calculus (2),3,Basic,2023,SECOND_TERM,prof1
1172,Calculus (2),3,Basic,2023,SECOND_TERM,prof2
1173,Calculus (2),3,Basic,2024,FIRST_TERM,prof1
1174,Calculus (2),3,Basic,2024,FIRST_TERM,prof2
1175,Calculus (2),3,Basic,2024,SECOND_TERM,prof1
1176,Calculus (2),3,Basic,2024,SECOND_TERM,prof2
1177,Linear Algebra,2,Basic,2017,FIRST_TERM,prof3
1178,Linear Algebra,2,Basic,2017,FIRST_TERM,prof4
1179,Linear Algebra,2,Basic,2017,SECOND_TERM,prof3
1180,Linear Algebra,2,Basic,2017,SECOND_TERM,prof4
1181,Linear Algebra,2,Basic,2018,FIRST_TERM,prof3
1182,Linear Algebra,2,Basic,2018,FIRST_TERM,prof4
1183,Linear Algebra,2,Basic,2018,SECOND_TERM,prof3
1184,Linear Algebra,2,Basic,2018,SECOND_TERM,prof4
1185,Linear Algebra,2,Basic,2019,FIRST_TERM,prof3
1186,Linear Algebra,2,Basic,2019,FIRST_TERM,prof4
1187,Linear Algebra,2,Basic,2019,SECOND_TERM,prof3
1188,Linear Algebra,2,Basic,2019,SECOND_TERM,prof4
1189,Linear Algebra,2,Basic,2020,FIRST_TERM,prof3
1190,Linear Algebra,2,Basic,2020,FIRST_TERM,prof4
1191,Linear Algebra,2,Basic,2020,SECOND_TERM,prof3
1192,Linear Algebra,2,Basic,2020,SECOND_TERM,prof4
1193,Linear Algebra,2,Basic,2021,FIRST_TERM,prof3
1194,Linear Algebra,2,Basic,2021,FIRST_TERM,prof4
1195,Linear Algebra,2,Basic,2021,SECOND_TERM,prof3
1196,Linear Algebra,2,Basic,2021,SECOND_TERM,prof4
1197,Linear Algebra,2,Basic,2022,FIRST_TERM,prof3
1198,Linear Algebra,2,Basic,2022,FIRST_TERM,prof4
1199,Linear Algebra,2,Basic,2022,SECOND_TERM,prof3
1200,Linear Algebra,2,Basic,2022,SECOND_TERM,prof4
1201,Linear Algebra,2,Basic,2023,FIRST_TERM,prof3
1202,Linear Algebra,2,Basic,2023,FIRST_TERM,prof4
1203,Linear Algebra,2,Basic,2023,SECOND_TERM,prof3
1204,Linear Algebra,2,Basic,2023,SECOND_TERM,prof4
1205,Linear Algebra,2,Basic,2024,FIRST_TERM,prof3
1206,Linear Algebra,2,Basic,2024,FIRST_TERM,prof4
1207,Linear Algebra,2,Basic,2024,SECOND_TERM,prof3
1208,Linear Algebra,2,Basic,2024,SECOND_TERM,prof4
1209,Mathematical Physics (1),3,Required,2017,FIRST_TERM,prof1
1210,Mathematical Physics (1),3,Required,2017,FIRST_TERM,prof2
1211,Mathematical Physics (1),3,Required,2017,SECOND_TERM,prof1
1212,Mathematical Physics (1),3,Required,2017,SECOND_TERM,prof2
1213,Mathematical Physics (1),3,Required,2018,FIRST_TERM,prof1
1214,Mathematical Physics (1),3,Required,2018,FIRST_TERM,prof2
1215,Mathematical Physics (1),3,Required,2018,SECOND_TERM,prof1
1216,Mathematical Physics (1),3,Required,2018,SECOND_TERM,prof2
1217,Mathematical Physics (1),3,Required,2019,FIRST_TERM,prof1
1218,Mathematical Physics (1),3,Required,2019,FIRST_TERM,prof2
1219,Mathematical Physics (1),3,Required,2019,SECOND_TERM,prof1
1220,Mathematical Physics (1),3,Required,2019,SECOND_TERM,prof2
1221,Mathematical Physics (1),3,Required,2020,FIRST_TERM,prof1
1222,Mathematical Physics (1),3,Required,2020,FIRST_TERM,prof2
1223,Mathematical Physics (1),3,Required,2020,SECOND_TERM,prof1
1224,Mathematical Physics (1),3,Required,2020,SECOND_TERM,prof2
1225,Mathematical Physics (1),3,Required,2021,FIRST_TERM,prof1
1226,Mathematical Physics (1),3,Required,2021,FIRST_TERM,prof2
1227,Mathematical Physics (1),3,Required,2021,SECOND_TERM,prof1
1228,Mathematical Physics (1),3,Required,2021,SECOND_TERM,prof2
1229,Mathematical Physics (1),3,Required,2022,FIRST_TERM,prof1
1230,Mathematical Physics (1),3,Required,2022,FIRST_TERM,prof2
1231,Mathematical Physics (1),3,Required,2022,SECOND_TERM,prof1
1232,Mathematical Physics (1),3,Required,2022,SECOND_TERM,prof2
1233,Mathematical Physics (1),3,Required,2023,FIRST_TERM,prof1
1234,Mathematical Physics (1),3,Required,2023,FIRST_TERM,prof2
1235,Mathematical Physics (1),3,Required,2023,SECOND_TERM,prof1
1236,Mathematical Physics (1),3,Required,2023,SECOND_TERM,prof2
1237,Mathematical Physics (1),3,Required,2024,FIRST_TERM,prof1
1238,Mathematical Physics (1),3,Required,2024,FIRST_TERM,prof2
1239,Mathematical Physics (1),3,Required,2024,SECOND_TERM,prof1
1240,Mathematical Physics (1),3,Required,2024,SECOND_TERM,prof2
1241,General Dynamics (2),3,Required,2017,FIRST_TERM,prof4
1242,General Dynamics (2),3,Required,2017,FIRST_TERM,prof5
1243,General Dynamics (2),3,Required,2017,SECOND_TERM,prof4
1244,General Dynamics (2),3,Required,2017,SECOND_TERM,prof5
1245,General Dynamics (2),3,Required,2018,FIRST_TERM,prof4
1246,General Dynamics (2),3,Required,2018,FIRST_TERM,prof5
1247,General Dynamics (2),3,Required,2018,SECOND_TERM,prof4
1248,General Dynamics (2),3,Required,2018,SECOND_TERM,prof5
1249,General Dynamics (2),3,Required,2019,FIRST_TERM,prof4
1250,General Dynamics (2),3,Required,2019,FIRST_TERM,prof5
1251,General Dynamics (2),3,Required,2019,SECOND_TERM,prof4
1252,General Dynamics (2),3,Required,2019,SECOND_TERM,prof5
1253,General Dynamics (2),3,Required,2020,FIRST_TERM,prof4
1254,General Dynamics (2),3,Required,2020,FIRST_TERM,prof5
1255,General Dynamics (2),3,Required,2020,SECOND_TERM,prof4
1256,General Dynamics (2),3,Required,2020,SECOND_TERM,prof5
1257,General Dynamics (2),3,Required,2021,FIRST_TERM,prof4
1258,General Dynamics (2),3,Required,2021,FIRST_TERM,prof5
1259,General Dynamics (2),3,Required,2021,SECOND_TERM,prof4
1260,General Dynamics (2),3,Required,2021,SECOND_TERM,prof5
1261,General Dynamics (2),3,Required,2022,FIRST_TERM,prof4
1262,General Dynamics (2),3,Required,2022,FIRST_TERM,prof5
1263,General Dynamics (2),3,Required,2022,SECOND_TERM,prof4
1264,General Dynamics (2),3,Required,2022,SECOND_TERM,prof5
1265,General Dynamics (2),3,Required,2023,FIRST_TERM,prof4
1266,General Dynamics (2),3,Required,2023,FIRST_TERM,prof5
1267,General Dynamics (2),3,Required,2023,SECOND_TERM,prof4
1268,General Dynamics (2),3,Required,2023,SECOND_TERM,prof5
1269,General Dynamics (2),3,Required,2024,FIRST_TERM,prof4
1270,General Dynamics (2),3,Required,2024,FIRST_TERM,prof5
1271,General Dynamics (2),3,Required,2024,SECOND_TERM,prof4
1272,General Dynamics (2),3,Required,2024,SECOND_TERM,prof5
1273,Electromagnetism (2),3,Required,2017,FIRST_TERM,prof2
1274,Electromagnetism (2),3,Required,2017,FIRST_TERM,prof3
1275,Electromagnetism (2),3,Required,2017,FIRST_TERM,prof4
1276,Electromagnetism (2),3,Required,2017,SECOND_TERM,prof2
1277,Electromagnetism (2),3,Required,2017,SECOND_TERM,prof3
1278,Electromagnetism (2),3,Required,2017,SECOND_TERM,prof4
1279,Electromagnetism (2),3,Required,2018,FIRST_TERM,prof2
1280,Electromagnetism (2),3,Required,2018,FIRST_TERM,prof3
1281,Electromagnetism (2),3,Required,2018,FIRST_TERM,prof4
1282,Electromagnetism (2),3,Required,2018,SECOND_TERM,prof2
1283,Electromagnetism (2),3,Required,2018,SECOND_TERM,prof3
1284,Electromagnetism (2),3,Required,2018,SECOND_TERM,prof4
1285,Electromagnetism (2),3,Required,2019,FIRST_TERM,prof2
1286,Electromagnetism (2),3,Required,2019,FIRST_TERM,prof3
1287,Electromagnetism (2),3,Required,2019,FIRST_TERM,prof4
1288,Electromagnetism (2),3,Required,2019,SECOND_TERM,prof2
1289,Electromagnetism (2),3,Required,2019,SECOND_TERM,prof3
1290,Electromagnetism (2),3,Required,2019,SECOND_TERM,prof4
1291,Electromagnetism (2),3,Required,2020,FIRST_TERM,prof2
1292,Electromagnetism (2),3,Required,2020,FIRST_TERM,prof3
1293,Electromagnetism (2),3,Required,2020,FIRST_TERM,prof4
1294,Electromagnetism (2),3,Required,2020,SECOND_TERM,prof2
1295,Electromagnetism (2),3,Required,2020,SECOND_TERM,prof3
1296,Electromagnetism (2),3,Required,2020,SECOND_TERM,prof4
1297,Electromagnetism (2),3,Required,2021,FIRST_TERM,prof2
1298,Electromagnetism (2),3,Required,2021,FIRST_TERM,prof3
1299,Electromagnetism (2),3,Required,2021,FIRST_TERM,prof4
1300,Electromagnetism (2),3,Required,2021,SECOND_TERM,prof2
1301,Electromagnetism (2),3,Required,2021,SECOND_TERM,prof3
1302,Electromagnetism (2),3,Required,2021,SECOND_TERM,prof4
1303,Electromagnetism (2),3,Required,2022,FIRST_TERM,prof2
1304,Electromagnetism (2),3,Required,2022,FIRST_TERM,prof3
1305,Electromagnetism (2),3,Required,2022,FIRST_TERM,prof4
1306,Electromagnetism (2),3,Required,2022,SECOND_TERM,prof2
1307,Electromagnetism (2),3,Required,2022,SECOND_TERM,prof3
1308,Electromagnetism (2),3,Required,2022,SECOND_TERM,prof4
1309,Electromagnetism (2),3,Required,2023,FIRST_TERM,prof2
1310,Electromagnetism (2),3,Required,2023,FIRST_TERM,prof3
1311,Electromagnetism (2),3,Required,2023,FIRST_TERM,prof4
1312,Electromagnetism (2),3,Required,2023,SECOND_TERM,prof2
1313,Electromagnetism (2),3,Required,2023,SECOND_TERM,prof3
1314,Electromagnetism (2),3,Required,2023,SECOND_TERM,prof4
1315,Electromagnetism (2),3,Required,2024,FIRST_TERM,prof2
1316,Electromagnetism (2),3,Required,2024,FIRST_TERM,prof3
1317,Electromagnetism (2),3,Required,2024,FIRST_TERM,prof4
1318,Electromagnetism (2),3,Required,2024,SECOND_TERM,prof2
1319,Electromagnetism (2),3,Required,2024,SECOND_TERM,prof3
1320,Electromagnetism (2),3,Required,2024,SECOND_TERM,prof4
1321,Thermodynamics,3,Required,2017,FIRST_TERM,prof3
1322,Thermodynamics,3,Required,2017,SECOND_TERM,prof3
1323,Thermodynamics,3,Required,2018,FIRST_TERM,prof3
1324,Thermodynamics,3,Required,2018,SECOND_TERM,prof3
1325,Thermodynamics,3,Required,2019,FIRST_TERM,prof3
1326,Thermodynamics,3,Required,2019,SECOND_TERM,prof3
1327,Thermodynamics,3,Required,2020,FIRST_TERM,prof3
1328,Thermodynamics,3,Required,2020,SECOND_TERM,prof3
1329,Thermodynamics,3,Required,2021,FIRST_TERM,prof3
1330,Thermodynamics,3,Required,2021,SECOND_TERM,prof3
1331,Thermodynamics,3,Required,2022,FIRST_TERM,prof3
1332,Thermodynamics,3,Required,2022,SECOND_TERM,prof3
1333,Thermodynamics,3,Required,2023,FIRST_TERM,prof3
1334,Thermodynamics,3,Required,2023,SECOND_TERM,prof3
1335,Thermodynamics,3,Required,2024,FIRST_TERM,prof3
1336,Thermodynamics,3,Required,2024,SECOND_TERM,prof3
1337,Physical Research,2,Required,2017,FIRST_TERM,prof5
1338,Physical Research,2,Required,2017,SECOND_TERM,prof5
1339,Physical Research,2,Required,2018,FIRST_TERM,prof5
1340,Physical Research,2,Required,2018,SECOND_TERM,prof5
1341,Physical Research,2,Required,2019,FIRST_TERM,prof5
1342,Physical Research,2,Required,2019,SECOND_TERM,prof5
1343,Physical Research,2,Required,2020,FIRST_TERM,prof5
1344,Physical Research,2,Required,2020,SECOND_TERM,prof5
1345,Physical Research,2,Required,2021,FIRST_TERM,prof5
1346,Physical Research,2,Required,2021,SECOND_TERM,prof5
1347,Physical Research,2,Required,2022,FIRST_TERM,prof5
1348,Physical Research,2,Required,2022,SECOND_TERM,prof5
1349,Physical Research,2,Required,2023,FIRST_TERM,prof5
1350,Physical Research,2,Required,2023,SECOND_TERM,prof5
1351,Physical Research,2,Required,2024,FIRST_TERM,prof5
1352,Physical Research,2,Required,2024,SECOND_TERM,prof5
1353,Quantum Mechanics (2),3,Required,2017,FIRST_TERM,prof1
1354,Quantum Mechanics (2),3,Required,2017,FIRST_TERM,prof2
1355,Quantum Mechanics (2),3,Required,2017,FIRST_TERM,prof3
1356,Quantum Mechanics (2),3,Required,2017,SECOND_TERM,prof1
1357,Quantum Mechanics (2),3,Required,2017,SECOND_TERM,prof2
1358,Quantum Mechanics (2),3,Required,2017,SECOND_TERM,prof3
1359,Quantum Mechanics (2),3,Required,2018,FIRST_TERM,prof1
1360,Quantum Mechanics (2),3,Required,2018,FIRST_TERM,prof2
1361,Quantum Mechanics (2),3,Required,2018,FIRST_TERM,prof3
1362,Quantum Mechanics (2),3,Required,2018,SECOND_TERM,prof1
1363,Quantum Mechanics (2),3,Required,2018,SECOND_TERM,prof2
1364,Quantum Mechanics (2),3,Required,2018,SECOND_TERM,prof3
1365,Quantum Mechanics (2),3,Required,2019,FIRST_TERM,prof1
1366,Quantum Mechanics (2),3,Required,2019,FIRST_TERM,prof2
1367,Quantum Mechanics (2),3,Required,2019,FIRST_TERM,prof3
1368,Quantum Mechanics (2),3,Required,2019,SECOND_TERM,prof1
1369,Quantum Mechanics (2),3,Required,2019,SECOND_TERM,prof2
1370,Quantum Mechanics (2),3,Required,2019,SECOND_TERM,prof3
1371,Quantum Mechanics (2),3,Required,2020,FIRST_TERM,prof1
1372,Quantum Mechanics (2),3,Required,2020,FIRST_TERM,prof2
1373,Quantum Mechanics (2),3,Required,2020,FIRST_TERM,prof3
1374,Quantum Mechanics (2),3,Required,2020,SECOND_TERM,prof1
1375,Quantum Mechanics (2),3,Required,2020,SECOND_TERM,prof2
1376,Quantum Mechanics (2),3,Required,2020,SECOND_TERM,prof3
1377,Quantum Mechanics (2),3,Required,2021,FIRST_TERM,prof1
1378,Quantum Mechanics (2),3,Required,2021,FIRST_TERM,prof2
1379,Quantum Mechanics (2),3,Required,2021,FIRST_TERM,prof3
1380,Quantum Mechanics (2),3,Required,2021,SECOND_TERM,prof1
1381,Quantum Mechanics (2),3,Required,2021,SECOND_TERM,prof2
1382,Quantum Mechanics (2),3,Required,2021,SECOND_TERM,prof3
1383,Quantum Mechanics (2),3,Required,2022,FIRST_TERM,prof1
1384,Quantum Mechanics (2),3,Required,2022,FIRST_TERM,prof2
1385,Quantum Mechanics (2),3,Required,2022,FIRST_TERM,prof3
1386,Quantum Mechanics (2),3,Required,2022,SECOND_TERM,prof1
1387,Quantum Mechanics (2),3,Required,2022,SECOND_TERM,prof2
1388,Quantum Mechanics (2),3,Required,2022,SECOND_TERM,prof3
1389,Quantum Mechanics (2),3,Required,2023,FIRST_TERM,prof1
1390,Quantum Mechanics (2),3,Required,2023,FIRST_TERM,prof2
1391,Quantum Mechanics (2),3,Required,2023,FIRST_TERM,prof3
1392,Quantum Mechanics (2),3,Required,2023,SECOND_TERM,prof1
1393,Quantum Mechanics (2),3,Required,2023,SECOND_TERM,prof2
1394,Quantum Mechanics (2),3,Required,2023,SECOND_TERM,prof3
1395,Quantum Mechanics (2),3,Required,2024,FIRST_TERM,prof1
1396,Quantum Mechanics (2),3,Required,2024,FIRST_TERM,prof2
1397,Quantum Mechanics (2),3,Required,2024,FIRST_TERM,prof3
1398,Quantum Mechanics (2),3,Required,2024,SECOND_TERM,prof1
1399,Quantum Mechanics (2),3,Required,2024,SECOND_TERM,prof2
1400,Quantum Mechanics (2),3,Required,2024,SECOND_TERM,prof3
1401,Physics Lab (1),2,Elective,2017,FIRST_TERM,prof2
1402,Physics Lab (1),2,Elective,2017,SECOND_TERM,prof2
1403,Physics Lab (1),2,Elective,2018,FIRST_TERM,prof2
1404,Physics Lab (1),2,Elective,2018,SECOND_TERM,prof2
1405,Physics Lab (1),2,Elective,2019,FIRST_TERM,prof2
1406,Physics Lab (1),2,Elective,2019,SECOND_TERM,prof2
1407,Physics Lab (1),2,Elective,2020,FIRST_TERM,prof2
1408,Physics Lab (1),2,Elective,2020,SECOND_TERM,prof2
1409,Physics Lab (1),2,Elective,2021,FIRST_TERM,prof2
1410,Physics Lab (1),2,Elective,2021,SECOND_TERM,prof2
1411,Physics Lab (1),2,Elective,2022,FIRST_TERM,prof2
1412,Physics Lab (1),2,Elective,2022,SECOND_TERM,prof2
1413,Physics Lab (1),2,Elective,2023,FIRST_TERM,prof2
1414,Physics Lab (1),2,Elective,2023,SECOND_TERM,prof2
1415,Physics Lab (1),2,Elective,2024,FIRST_TERM,prof2
1416,Physics Lab (1),2,Elective,2024,SECOND_TERM,prof2
1417,History and Philosophy of Physics,3,Elective,2017,FIRST_TERM,prof1
1418,History and Philosophy of Physics,3,Elective,2017,FIRST_TERM,prof2
